air,level,ext_field,hash,r,n_trace,blowup,prove_ms,verify_ms,proof_kib,peak_rss_mib,run_idx,ldt
Fibonacci-2^12,L3,Fp8,SHA3-512,79,4096,32,551,3.19,393.0,,3,stir
Fibonacci-2^13,L3,Fp8,SHA3-512,79,8192,32,1083,3.63,472.1,,3,stir
Fibonacci-2^14,L3,Fp8,SHA3-512,79,16384,32,2159,3.72,477.2,,3,stir
Fibonacci-2^15,L3,Fp8,SHA3-512,79,32768,32,4353,3.81,482.3,,3,stir
Fibonacci-2^16,L3,Fp8,SHA3-512,79,65536,32,8744,3.89,487.4,,3,stir
Fibonacci-2^17,L3,Fp8,SHA3-512,79,131072,32,17656,4.34,566.6,,3,stir
Fibonacci-2^18,L3,Fp8,SHA3-512,79,262144,32,35758,4.41,571.7,,3,stir
Fibonacci-2^19,L3,Fp8,SHA3-512,79,524288,32,72291,4.50,576.8,,3,stir
Fibonacci-2^20,L3,Fp8,SHA3-512,79,1048576,32,146151,4.58,581.9,,3,stir
Fibonacci-2^21,L3,Fp8,SHA3-512,79,2097152,32,293012,5.07,661.0,,3,stir
Fibonacci-2^22,L3,Fp8,SHA3-512,79,4194304,32,590473,5.11,666.1,,3,stir
PoseidonChain-2^11,L3,Fp8,SHA3-512,79,2048,32,650,3.12,387.9,,3,stir
PoseidonChain-2^12,L3,Fp8,SHA3-512,79,4096,32,1282,3.21,393.0,,3,stir
PoseidonChain-2^13,L3,Fp8,SHA3-512,79,8192,32,2575,3.64,472.1,,3,stir
PoseidonChain-2^14,L3,Fp8,SHA3-512,79,16384,32,5211,3.74,477.2,,3,stir
PoseidonChain-2^15,L3,Fp8,SHA3-512,79,32768,32,10573,3.81,482.3,,3,stir
PoseidonChain-2^16,L3,Fp8,SHA3-512,79,65536,32,21422,3.91,487.4,,3,stir
PoseidonChain-2^17,L3,Fp8,SHA3-512,79,131072,32,43547,4.35,566.6,,3,stir
PoseidonChain-2^18,L3,Fp8,SHA3-512,79,262144,32,88191,4.43,571.7,,3,stir
PoseidonChain-2^19,L3,Fp8,SHA3-512,79,524288,32,178680,4.52,576.8,,3,stir
PoseidonChain-2^20,L3,Fp8,SHA3-512,79,1048576,32,361904,4.60,581.9,,3,stir
PoseidonChain-2^21,L3,Fp8,SHA3-512,79,2097152,32,733351,5.07,661.0,,3,stir
PoseidonChain-2^22,L3,Fp8,SHA3-512,79,4194304,32,1484950,5.18,666.1,,3,stir
RegisterMachine-2^11,L3,Fp8,SHA3-512,79,2048,32,340,3.11,387.9,,3,stir
RegisterMachine-2^12,L3,Fp8,SHA3-512,79,4096,32,662,3.19,393.0,,3,stir
RegisterMachine-2^13,L3,Fp8,SHA3-512,79,8192,32,1322,3.64,472.1,,3,stir
RegisterMachine-2^14,L3,Fp8,SHA3-512,79,16384,32,2662,3.74,477.2,,3,stir
RegisterMachine-2^15,L3,Fp8,SHA3-512,79,32768,32,5400,3.80,482.3,,3,stir
RegisterMachine-2^16,L3,Fp8,SHA3-512,79,65536,32,11052,3.89,487.4,,3,stir
RegisterMachine-2^17,L3,Fp8,SHA3-512,79,131072,32,22478,4.33,566.6,,3,stir
RegisterMachine-2^18,L3,Fp8,SHA3-512,79,262144,32,45575,4.41,571.7,,3,stir
RegisterMachine-2^19,L3,Fp8,SHA3-512,79,524288,32,92304,4.55,576.8,,3,stir
RegisterMachine-2^20,L3,Fp8,SHA3-512,79,1048576,32,187632,4.62,581.9,,3,stir
RegisterMachine-2^21,L3,Fp8,SHA3-512,79,2097152,32,380451,5.07,661.0,,3,stir
RegisterMachine-2^22,L3,Fp8,SHA3-512,79,4194304,32,773478,5.13,666.1,,3,stir
Fibonacci-2^11,L5,Fp8,SHA3-512,105,2048,32,286,4.08,514.6,,1,stir
Fibonacci-2^12,L5,Fp8,SHA3-512,105,4096,32,551,4.19,521.4,,1,stir
Fibonacci-2^13,L5,Fp8,SHA3-512,105,8192,32,1084,4.76,626.5,,1,stir
Fibonacci-2^14,L5,Fp8,SHA3-512,105,16384,32,2157,4.87,633.2,,1,stir
Fibonacci-2^15,L5,Fp8,SHA3-512,105,32768,32,4350,4.98,640.0,,1,stir
Fibonacci-2^16,L5,Fp8,SHA3-512,105,65536,32,8803,5.11,646.7,,1,stir
Fibonacci-2^17,L5,Fp8,SHA3-512,105,131072,32,17788,5.70,751.8,,1,stir
Fibonacci-2^18,L5,Fp8,SHA3-512,105,262144,32,35664,5.78,758.5,,1,stir
Fibonacci-2^19,L5,Fp8,SHA3-512,105,524288,32,71661,5.94,765.3,,1,stir
Fibonacci-2^20,L5,Fp8,SHA3-512,105,1048576,32,144063,6.04,772.0,,1,stir
Fibonacci-2^21,L5,Fp8,SHA3-512,105,2097152,32,290246,6.62,877.1,,1,stir
Fibonacci-2^22,L5,Fp8,SHA3-512,105,4194304,32,588858,6.75,883.9,,1,stir
PoseidonChain-2^11,L5,Fp8,SHA3-512,105,2048,32,656,4.08,514.6,,1,stir
PoseidonChain-2^12,L5,Fp8,SHA3-512,105,4096,32,1285,4.18,521.4,,1,stir
PoseidonChain-2^13,L5,Fp8,SHA3-512,105,8192,32,2583,4.76,626.5,,1,stir
PoseidonChain-2^14,L5,Fp8,SHA3-512,105,16384,32,5221,4.88,633.2,,1,stir
PoseidonChain-2^15,L5,Fp8,SHA3-512,105,32768,32,10582,4.98,640.0,,1,stir
PoseidonChain-2^16,L5,Fp8,SHA3-512,105,65536,32,21501,5.09,646.7,,1,stir
PoseidonChain-2^17,L5,Fp8,SHA3-512,105,131072,32,43627,5.66,751.8,,1,stir
PoseidonChain-2^18,L5,Fp8,SHA3-512,105,262144,32,88425,5.78,758.5,,1,stir
PoseidonChain-2^19,L5,Fp8,SHA3-512,105,524288,32,178800,5.93,765.3,,1,stir
PoseidonChain-2^20,L5,Fp8,SHA3-512,105,1048576,32,362174,6.03,772.0,,1,stir
PoseidonChain-2^21,L5,Fp8,SHA3-512,105,2097152,32,734094,6.56,877.1,,1,stir
PoseidonChain-2^22,L5,Fp8,SHA3-512,105,4194304,32,1487653,6.70,883.9,,1,stir
RegisterMachine-2^11,L5,Fp8,SHA3-512,105,2048,32,340,4.08,514.6,,1,stir
RegisterMachine-2^12,L5,Fp8,SHA3-512,105,4096,32,660,4.20,521.4,,1,stir
RegisterMachine-2^13,L5,Fp8,SHA3-512,105,8192,32,1315,4.78,626.5,,1,stir
RegisterMachine-2^14,L5,Fp8,SHA3-512,105,16384,32,2651,4.87,633.2,,1,stir
RegisterMachine-2^15,L5,Fp8,SHA3-512,105,32768,32,5390,4.99,640.0,,1,stir
RegisterMachine-2^16,L5,Fp8,SHA3-512,105,65536,32,11064,5.10,646.7,,1,stir
RegisterMachine-2^17,L5,Fp8,SHA3-512,105,131072,32,22591,5.68,751.8,,1,stir
RegisterMachine-2^18,L5,Fp8,SHA3-512,105,262144,32,45542,5.82,758.5,,1,stir
RegisterMachine-2^19,L5,Fp8,SHA3-512,105,524288,32,92668,5.90,765.3,,1,stir
RegisterMachine-2^20,L5,Fp8,SHA3-512,105,1048576,32,188954,6.04,772.0,,1,stir
RegisterMachine-2^21,L5,Fp8,SHA3-512,105,2097152,32,384765,6.63,877.1,,1,stir
RegisterMachine-2^22,L5,Fp8,SHA3-512,105,4194304,32,771234,6.73,883.9,,1,stir
Fibonacci-2^11,L5,Fp8,SHA3-512,105,2048,32,287,4.08,514.6,,2,stir
Fibonacci-2^12,L5,Fp8,SHA3-512,105,4096,32,550,4.18,521.4,,2,stir
Fibonacci-2^13,L5,Fp8,SHA3-512,105,8192,32,1083,4.76,626.5,,2,stir
Fibonacci-2^14,L5,Fp8,SHA3-512,105,16384,32,2152,4.86,633.2,,2,stir
Fibonacci-2^15,L5,Fp8,SHA3-512,105,32768,32,4358,4.96,640.0,,2,stir
Fibonacci-2^16,L5,Fp8,SHA3-512,105,65536,32,8829,5.09,646.7,,2,stir
Fibonacci-2^17,L5,Fp8,SHA3-512,105,131072,32,17829,5.67,751.8,,2,stir
Fibonacci-2^18,L5,Fp8,SHA3-512,105,262144,32,35741,5.77,758.5,,2,stir
Fibonacci-2^19,L5,Fp8,SHA3-512,105,524288,32,72031,5.94,765.3,,2,stir
Fibonacci-2^20,L5,Fp8,SHA3-512,105,1048576,32,144807,6.04,772.0,,2,stir
Fibonacci-2^21,L5,Fp8,SHA3-512,105,2097152,32,291538,6.57,877.1,,2,stir
Fibonacci-2^22,L5,Fp8,SHA3-512,105,4194304,32,587055,6.72,883.9,,2,stir
PoseidonChain-2^11,L5,Fp8,SHA3-512,105,2048,32,653,4.08,514.6,,2,stir
PoseidonChain-2^12,L5,Fp8,SHA3-512,105,4096,32,1284,4.17,521.4,,2,stir
PoseidonChain-2^13,L5,Fp8,SHA3-512,105,8192,32,2575,4.76,626.5,,2,stir
PoseidonChain-2^14,L5,Fp8,SHA3-512,105,16384,32,5191,4.87,633.2,,2,stir
PoseidonChain-2^15,L5,Fp8,SHA3-512,105,32768,32,10537,4.97,640.0,,2,stir
PoseidonChain-2^16,L5,Fp8,SHA3-512,105,65536,32,21555,5.08,646.7,,2,stir
PoseidonChain-2^17,L5,Fp8,SHA3-512,105,131072,32,43747,5.71,751.8,,2,stir
PoseidonChain-2^18,L5,Fp8,SHA3-512,105,262144,32,88506,5.77,758.5,,2,stir
PoseidonChain-2^19,L5,Fp8,SHA3-512,105,524288,32,178970,5.89,765.3,,2,stir
PoseidonChain-2^20,L5,Fp8,SHA3-512,105,1048576,32,362748,6.31,772.0,,2,stir
PoseidonChain-2^21,L5,Fp8,SHA3-512,105,2097152,32,734291,6.61,877.1,,2,stir
PoseidonChain-2^22,L5,Fp8,SHA3-512,105,4194304,32,1490435,6.72,883.9,,2,stir
RegisterMachine-2^11,L5,Fp8,SHA3-512,105,2048,32,339,4.07,514.6,,2,stir
RegisterMachine-2^12,L5,Fp8,SHA3-512,105,4096,32,658,4.17,521.4,,2,stir
RegisterMachine-2^13,L5,Fp8,SHA3-512,105,8192,32,1315,4.76,626.5,,2,stir
RegisterMachine-2^14,L5,Fp8,SHA3-512,105,16384,32,2645,4.87,633.2,,2,stir
RegisterMachine-2^15,L5,Fp8,SHA3-512,105,32768,32,5370,4.99,640.0,,2,stir
RegisterMachine-2^16,L5,Fp8,SHA3-512,105,65536,32,11032,5.10,646.7,,2,stir
RegisterMachine-2^17,L5,Fp8,SHA3-512,105,131072,32,22463,5.68,751.8,,2,stir
RegisterMachine-2^18,L5,Fp8,SHA3-512,105,262144,32,45637,5.78,758.5,,2,stir
RegisterMachine-2^19,L5,Fp8,SHA3-512,105,524288,32,93064,5.94,765.3,,2,stir
RegisterMachine-2^20,L5,Fp8,SHA3-512,105,1048576,32,187392,6.05,772.0,,2,stir
RegisterMachine-2^21,L5,Fp8,SHA3-512,105,2097152,32,381101,6.58,877.1,,2,stir
RegisterMachine-2^22,L5,Fp8,SHA3-512,105,4194304,32,771046,6.74,883.9,,2,stir
Fibonacci-2^11,L5,Fp8,SHA3-512,105,2048,32,288,4.09,514.6,,3,stir
Fibonacci-2^12,L5,Fp8,SHA3-512,105,4096,32,549,4.18,521.4,,3,stir
Fibonacci-2^13,L5,Fp8,SHA3-512,105,8192,32,1084,4.78,626.5,,3,stir
Fibonacci-2^14,L5,Fp8,SHA3-512,105,16384,32,2150,4.88,633.2,,3,stir
Fibonacci-2^15,L5,Fp8,SHA3-512,105,32768,32,4348,4.99,640.0,,3,stir
Fibonacci-2^16,L5,Fp8,SHA3-512,105,65536,32,8715,5.10,646.7,,3,stir
Fibonacci-2^17,L5,Fp8,SHA3-512,105,131072,32,17591,5.70,751.8,,3,stir
Fibonacci-2^18,L5,Fp8,SHA3-512,105,262144,32,35437,5.82,758.5,,3,stir
Fibonacci-2^19,L5,Fp8,SHA3-512,105,524288,32,71902,5.95,765.3,,3,stir
Fibonacci-2^20,L5,Fp8,SHA3-512,105,1048576,32,145423,6.00,772.0,,3,stir
Fibonacci-2^21,L5,Fp8,SHA3-512,105,2097152,32,291937,6.63,877.1,,3,stir
Fibonacci-2^22,L5,Fp8,SHA3-512,105,4194304,32,586882,6.70,883.9,,3,stir
PoseidonChain-2^11,L5,Fp8,SHA3-512,105,2048,32,655,4.08,514.6,,3,stir
PoseidonChain-2^12,L5,Fp8,SHA3-512,105,4096,32,1286,4.19,521.4,,3,stir
PoseidonChain-2^13,L5,Fp8,SHA3-512,105,8192,32,2582,4.78,626.5,,3,stir
PoseidonChain-2^14,L5,Fp8,SHA3-512,105,16384,32,5218,4.88,633.2,,3,stir
PoseidonChain-2^15,L5,Fp8,SHA3-512,105,32768,32,10578,4.99,640.0,,3,stir
PoseidonChain-2^16,L5,Fp8,SHA3-512,105,65536,32,21512,5.13,646.7,,3,stir
PoseidonChain-2^17,L5,Fp8,SHA3-512,105,131072,32,43725,5.69,751.8,,3,stir
PoseidonChain-2^18,L5,Fp8,SHA3-512,105,262144,32,88578,5.81,758.5,,3,stir
PoseidonChain-2^19,L5,Fp8,SHA3-512,105,524288,32,179329,5.93,765.3,,3,stir
PoseidonChain-2^20,L5,Fp8,SHA3-512,105,1048576,32,362961,6.06,772.0,,3,stir
PoseidonChain-2^21,L5,Fp8,SHA3-512,105,2097152,32,736673,6.58,877.1,,3,stir
PoseidonChain-2^22,L5,Fp8,SHA3-512,105,4194304,32,1490495,6.72,883.9,,3,stir
